repo,commit,url,time,cmd,summary,changed,missing,exts,langs,missing change?,reason
FelisCatus/SwitchyOmega,772a7ea,https://github.com/FelisCatus/SwitchyOmega/commit/772a7eacc45af60a1f43f966697acb50fb3fe9a4,0.45,iccheck -r ./repos/FelisCatus/SwitchyOmega --from 772a7ea^ --to 772a7ea,"1 chunks changed, 9 chunks missing change",https://github.com/FelisCatus/SwitchyOmega/blob/772a7eacc45af60a1f43f966697acb50fb3fe9a4/omega-locales/pt/LC_MESSAGES/omega-web.po#L305,"https://github.com/FelisCatus/SwitchyOmega/blob/772a7eacc45af60a1f43f966697acb50fb3fe9a4/omega-locales/tr/LC_MESSAGES/omega-web.po#L319, https://github.com/FelisCatus/SwitchyOmega/blob/772a7eacc45af60a1f43f966697acb50fb3fe9a4/omega-locales/he_IL/LC_MESSAGES/omega-web.po#L285, https://github.com/FelisCatus/SwitchyOmega/blob/772a7eacc45af60a1f43f966697acb50fb3fe9a4/omega-locales/is/LC_MESSAGES/omega-web.po#L313, https://github.com/FelisCatus/SwitchyOmega/blob/772a7eacc45af60a1f43f966697acb50fb3fe9a4/omega-locales/it/LC_MESSAGES/omega-web.po#L286, https://github.com/FelisCatus/SwitchyOmega/blob/772a7eacc45af60a1f43f966697acb50fb3fe9a4/omega-locales/nl/LC_MESSAGES/omega-web.po#L303, https://github.com/FelisCatus/SwitchyOmega/blob/772a7eacc45af60a1f43f966697acb50fb3fe9a4/omega-locales/si/LC_MESSAGES/omega-web.po#L285, https://github.com/FelisCatus/SwitchyOmega/blob/772a7eacc45af60a1f43f966697acb50fb3fe9a4/omega-locales/sk/LC_MESSAGES/omega-web.po#L315, https://github.com/FelisCatus/SwitchyOmega/blob/772a7eacc45af60a1f43f966697acb50fb3fe9a4/omega-locales/sl/LC_MESSAGES/omega-web.po#L314, https://github.com/FelisCatus/SwitchyOmega/blob/772a7eacc45af60a1f43f966697acb50fb3fe9a4/omega-locales/nb_NO/LC_MESSAGES/omega-web.po#L324",.po,,,
exacity/deeplearningbook-chinese,8afed75,https://github.com/exacity/deeplearningbook-chinese/commit/8afed754b40b7491ca96da9e22cd89d89cd30b9d,4.27,iccheck -r ./repos/exacity/deeplearningbook-chinese --from 8afed75^ --to 8afed75,"1 chunks changed, 1 chunks missing change",https://github.com/exacity/deeplearningbook-chinese/blob/8afed754b40b7491ca96da9e22cd89d89cd30b9d/Chapter3/probability_and_information_theory.tex#L757,https://github.com/exacity/deeplearningbook-chinese/blob/8afed754b40b7491ca96da9e22cd89d89cd30b9d/docs/_posts/2016-12-03-Chapter3_probability_and_information_theory.md#L769,".md, .tex",TeX,,
exacity/deeplearningbook-chinese,db7517e,https://github.com/exacity/deeplearningbook-chinese/commit/db7517e7c929be866c35ffa7e02ce9b0432401a8,5.91,iccheck -r ./repos/exacity/deeplearningbook-chinese --from db7517e^ --to db7517e,"1 chunks changed, 1 chunks missing change",https://github.com/exacity/deeplearningbook-chinese/blob/db7517e7c929be866c35ffa7e02ce9b0432401a8/docs/_posts/2016-12-17-Chapter17_monte_carlo_methods.md#L422-L423,https://github.com/exacity/deeplearningbook-chinese/blob/db7517e7c929be866c35ffa7e02ce9b0432401a8/Chapter17/monte_carlo_methods.tex#L421-L422,".md, .tex",TeX,,
Solido/awesome-flutter,ae45e43,https://github.com/Solido/awesome-flutter/commit/ae45e4339580e30bb1e06c59217a49f39ff8f8cd,0.19,iccheck -r ./repos/Solido/awesome-flutter --from ae45e43^ --to ae45e43,"1 chunks changed, 1 chunks missing change",https://github.com/Solido/awesome-flutter/blob/ae45e4339580e30bb1e06c59217a49f39ff8f8cd/README.md#L645-L649,https://github.com/Solido/awesome-flutter/blob/ae45e4339580e30bb1e06c59217a49f39ff8f8cd/source.md#L645-L649,.md,,,
ParadiseSS13/Paradise,19d7204,https://github.com/ParadiseSS13/Paradise/commit/19d720450d4ed2a5dbefba130cddeb164cfc4339,15.55,iccheck -r ./repos/ParadiseSS13/Paradise --from 19d7204^ --to 19d7204,"1 chunks changed, 1 chunks missing change",https://github.com/ParadiseSS13/Paradise/blob/19d720450d4ed2a5dbefba130cddeb164cfc4339/_maps/map_files/stations/metastation.dmm#L90867,https://github.com/ParadiseSS13/Paradise/blob/19d720450d4ed2a5dbefba130cddeb164cfc4339/_maps/map_files/stations/metastation.dmm#L48563,.dmm,,,
exacity/deeplearningbook-chinese,a03e98d,https://github.com/exacity/deeplearningbook-chinese/commit/a03e98d2298528a13779f9fc4c8e7f8c1bd204f7,1.82,iccheck -r ./repos/exacity/deeplearningbook-chinese --from a03e98d^ --to a03e98d,"1 chunks changed, 1 chunks missing change",https://github.com/exacity/deeplearningbook-chinese/blob/a03e98d2298528a13779f9fc4c8e7f8c1bd204f7/Chapter12/applications.tex#L316,https://github.com/exacity/deeplearningbook-chinese/blob/a03e98d2298528a13779f9fc4c8e7f8c1bd204f7/docs/_posts/2016-12-12-Chapter12_applications.md#L325,".md, .tex",TeX,,
exacity/deeplearningbook-chinese,a03e98d,https://github.com/exacity/deeplearningbook-chinese/commit/a03e98d2298528a13779f9fc4c8e7f8c1bd204f7,1.82,iccheck -r ./repos/exacity/deeplearningbook-chinese --from a03e98d^ --to a03e98d,"1 chunks changed, 1 chunks missing change",https://github.com/exacity/deeplearningbook-chinese/blob/a03e98d2298528a13779f9fc4c8e7f8c1bd204f7/Chapter12/applications.tex#L157-L159,https://github.com/exacity/deeplearningbook-chinese/blob/a03e98d2298528a13779f9fc4c8e7f8c1bd204f7/docs/_posts/2016-12-12-Chapter12_applications.md#L162-L164,".md, .tex",TeX,,
Solido/awesome-flutter,4314220,https://github.com/Solido/awesome-flutter/commit/43142201cfc27b66bea1bb62de928782219a26df,0.18,iccheck -r ./repos/Solido/awesome-flutter --from 4314220^ --to 4314220,"1 chunks changed, 1 chunks missing change",https://github.com/Solido/awesome-flutter/blob/43142201cfc27b66bea1bb62de928782219a26df/README.md#L279-L280,https://github.com/Solido/awesome-flutter/blob/43142201cfc27b66bea1bb62de928782219a26df/source.md#L279-L280,.md,,,
exacity/deeplearningbook-chinese,db7517e,https://github.com/exacity/deeplearningbook-chinese/commit/db7517e7c929be866c35ffa7e02ce9b0432401a8,5.91,iccheck -r ./repos/exacity/deeplearningbook-chinese --from db7517e^ --to db7517e,"1 chunks changed, 1 chunks missing change",https://github.com/exacity/deeplearningbook-chinese/blob/db7517e7c929be866c35ffa7e02ce9b0432401a8/docs/_posts/2016-12-10-Chapter10_sequence_modeling_rnn.md#L484,https://github.com/exacity/deeplearningbook-chinese/blob/db7517e7c929be866c35ffa7e02ce9b0432401a8/Chapter10/sequence_modeling_rnn.tex#L493,".md, .tex",TeX,,
exacity/deeplearningbook-chinese,ddb2333,https://github.com/exacity/deeplearningbook-chinese/commit/ddb233372ee5842cf7e80f0911d426d4f9c84aee,8.14,iccheck -r ./repos/exacity/deeplearningbook-chinese --from ddb2333^ --to ddb2333,"1 chunks changed, 1 chunks missing change",https://github.com/exacity/deeplearningbook-chinese/blob/ddb233372ee5842cf7e80f0911d426d4f9c84aee/docs/_posts/2016-12-15-Chapter15_representation_learning.md#L643,https://github.com/exacity/deeplearningbook-chinese/blob/ddb233372ee5842cf7e80f0911d426d4f9c84aee/Chapter15/representation_learning.tex#L645,".md, .tex",TeX,,
exacity/deeplearningbook-chinese,db7517e,https://github.com/exacity/deeplearningbook-chinese/commit/db7517e7c929be866c35ffa7e02ce9b0432401a8,5.91,iccheck -r ./repos/exacity/deeplearningbook-chinese --from db7517e^ --to db7517e,"1 chunks changed, 1 chunks missing change",https://github.com/exacity/deeplearningbook-chinese/blob/db7517e7c929be866c35ffa7e02ce9b0432401a8/docs/_posts/2016-12-12-Chapter12_applications.md#L250,https://github.com/exacity/deeplearningbook-chinese/blob/db7517e7c929be866c35ffa7e02ce9b0432401a8/Chapter12/applications.tex#L243,".md, .tex",TeX,,
FelisCatus/SwitchyOmega,82c3865,https://github.com/FelisCatus/SwitchyOmega/commit/82c386556d0d7efcb775092efaa3752c46537eae,0.07,iccheck -r ./repos/FelisCatus/SwitchyOmega --from 82c3865^ --to 82c3865,"1 chunks changed, 16 chunks missing change",https://github.com/FelisCatus/SwitchyOmega/blob/82c386556d0d7efcb775092efaa3752c46537eae/omega-locales/fa/LC_MESSAGES/omega-web.po#L6-L7,"https://github.com/FelisCatus/SwitchyOmega/blob/82c386556d0d7efcb775092efaa3752c46537eae/omega-locales/ja/LC_MESSAGES/omega-web.po#L6-L7, https://github.com/FelisCatus/SwitchyOmega/blob/82c386556d0d7efcb775092efaa3752c46537eae/omega-locales/es/LC_MESSAGES/omega-web.po#L6-L7, https://github.com/FelisCatus/SwitchyOmega/blob/82c386556d0d7efcb775092efaa3752c46537eae/omega-locales/tr/LC_MESSAGES/omega-web.po#L6-L7, https://github.com/FelisCatus/SwitchyOmega/blob/82c386556d0d7efcb775092efaa3752c46537eae/omega-locales/fr/LC_MESSAGES/omega-web.po#L6-L7, https://github.com/FelisCatus/SwitchyOmega/blob/82c386556d0d7efcb775092efaa3752c46537eae/omega-locales/zh_CN/LC_MESSAGES/omega-web.po#L6-L7, https://github.com/FelisCatus/SwitchyOmega/blob/82c386556d0d7efcb775092efaa3752c46537eae/omega-locales/zh_TW/LC_MESSAGES/omega-web.po#L6-L7, https://github.com/FelisCatus/SwitchyOmega/blob/82c386556d0d7efcb775092efaa3752c46537eae/omega-locales/ru/LC_MESSAGES/omega-web.po#L6-L7, https://github.com/FelisCatus/SwitchyOmega/blob/82c386556d0d7efcb775092efaa3752c46537eae/omega-locales/pt_BR/LC_MESSAGES/omega-web.po#L6-L7, https://github.com/FelisCatus/SwitchyOmega/blob/82c386556d0d7efcb775092efaa3752c46537eae/omega-locales/es_AR/LC_MESSAGES/omega-web.po#L6-L7, https://github.com/FelisCatus/SwitchyOmega/blob/82c386556d0d7efcb775092efaa3752c46537eae/omega-locales/nb_NO/LC_MESSAGES/omega-web.po#L6-L7, https://github.com/FelisCatus/SwitchyOmega/blob/82c386556d0d7efcb775092efaa3752c46537eae/omega-locales/en_US/LC_MESSAGES/omega-web.po#L6-L7, https://github.com/FelisCatus/SwitchyOmega/blob/82c386556d0d7efcb775092efaa3752c46537eae/omega-locales/sl/LC_MESSAGES/omega-web.po#L6-L7, https://github.com/FelisCatus/SwitchyOmega/blob/82c386556d0d7efcb775092efaa3752c46537eae/omega-locales/uk/LC_MESSAGES/omega-web.po#L6-L7, https://github.com/FelisCatus/SwitchyOmega/blob/82c386556d0d7efcb775092efaa3752c46537eae/omega-locales/is/LC_MESSAGES/omega-web.po#L6-L7, https://github.com/FelisCatus/SwitchyOmega/blob/82c386556d0d7efcb775092efaa3752c46537eae/omega-locales/nl/LC_MESSAGES/omega-web.po#L6-L7, https://github.com/FelisCatus/SwitchyOmega/blob/82c386556d0d7efcb775092efaa3752c46537eae/omega-locales/cs/LC_MESSAGES/omega-web.po#L6-L7",.po,,,
android/architecture-samples,3d71ecf,https://github.com/android/architecture-samples/commit/3d71ecfda85d17c9724827685e54017633fc2730,0.09,iccheck -r ./repos/android/architecture-samples --from 3d71ecf^ --to 3d71ecf,"7 chunks changed, 2 chunks missing change","https://github.com/android/architecture-samples/blob/3d71ecfda85d17c9724827685e54017633fc2730/app/src/sharedTest/java/com/example/android/architecture/blueprints/todoapp/MainCoroutineRule.kt#L21-L22, https://github.com/android/architecture-samples/blob/3d71ecfda85d17c9724827685e54017633fc2730/app/src/sharedTest/java/com/example/android/architecture/blueprints/todoapp/data/source/local/TasksLocalDataSourceTest.kt#L30, https://github.com/android/architecture-samples/blob/3d71ecfda85d17c9724827685e54017633fc2730/app/src/test/java/com/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskViewModelTest.kt#L28-L31, https://github.com/android/architecture-samples/blob/3d71ecfda85d17c9724827685e54017633fc2730/app/src/test/java/com/example/android/architecture/blueprints/todoapp/data/source/DefaultTasksRepositoryTest.kt#L25, https://github.com/android/architecture-samples/blob/3d71ecfda85d17c9724827685e54017633fc2730/app/src/test/java/com/example/android/architecture/blueprints/todoapp/statistics/StatisticsViewModelTest.kt#L28-L31, https://github.com/android/architecture-samples/blob/3d71ecfda85d17c9724827685e54017633fc2730/app/src/test/java/com/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModelTest.kt#L30-L33, https://github.com/android/architecture-samples/blob/3d71ecfda85d17c9724827685e54017633fc2730/app/src/test/java/com/example/android/architecture/blueprints/todoapp/tasks/TasksViewModelTest.kt#L32-L35","https://github.com/android/architecture-samples/blob/3d71ecfda85d17c9724827685e54017633fc2730/app/src/sharedTest/java/com/example/android/architecture/blueprints/todoapp/data/source/local/TasksDaoTest.kt#L28, https://github.com/android/architecture-samples/blob/3d71ecfda85d17c9724827685e54017633fc2730/app/src/sharedTest/java/com/example/android/architecture/blueprints/todoapp/tasks/TasksFragmentTest.kt#L48",.kt,Kotlin,,
TerryCavanagh/VVVVVV,df559e6,https://github.com/TerryCavanagh/VVVVVV/commit/df559e64a91565ee3eeedc361c0e7ac55e930bac,2.11,iccheck -r ./repos/TerryCavanagh/VVVVVV --from df559e6^ --to df559e6,"1 chunks changed, 23 chunks missing change",https://github.com/TerryCavanagh/VVVVVV/blob/df559e64a91565ee3eeedc361c0e7ac55e930bac/desktop_version/lang/pt_BR/strings.xml#L629,"https://github.com/TerryCavanagh/VVVVVV/blob/df559e64a91565ee3eeedc361c0e7ac55e930bac/desktop_version/lang/pt_PT/strings.xml#L629, https://github.com/TerryCavanagh/VVVVVV/blob/df559e64a91565ee3eeedc361c0e7ac55e930bac/desktop_version/lang/es_419/strings.xml#L629, https://github.com/TerryCavanagh/VVVVVV/blob/df559e64a91565ee3eeedc361c0e7ac55e930bac/desktop_version/lang/es_AR/strings.xml#L629, https://github.com/TerryCavanagh/VVVVVV/blob/df559e64a91565ee3eeedc361c0e7ac55e930bac/desktop_version/lang/es/strings.xml#L629, https://github.com/TerryCavanagh/VVVVVV/blob/df559e64a91565ee3eeedc361c0e7ac55e930bac/desktop_version/lang/en/strings.xml#L629, https://github.com/TerryCavanagh/VVVVVV/blob/df559e64a91565ee3eeedc361c0e7ac55e930bac/desktop_version/lang/it/strings.xml#L629, https://github.com/TerryCavanagh/VVVVVV/blob/df559e64a91565ee3eeedc361c0e7ac55e930bac/desktop_version/lang/ca/strings.xml#L629, https://github.com/TerryCavanagh/VVVVVV/blob/df559e64a91565ee3eeedc361c0e7ac55e930bac/desktop_version/lang/eo/strings.xml#L629, https://github.com/TerryCavanagh/VVVVVV/blob/df559e64a91565ee3eeedc361c0e7ac55e930bac/desktop_version/lang/fr/strings.xml#L629, https://github.com/TerryCavanagh/VVVVVV/blob/df559e64a91565ee3eeedc361c0e7ac55e930bac/desktop_version/lang/nl/strings.xml#L629, https://github.com/TerryCavanagh/VVVVVV/blob/df559e64a91565ee3eeedc361c0e7ac55e930bac/desktop_version/lang/de/strings.xml#L629, https://github.com/TerryCavanagh/VVVVVV/blob/df559e64a91565ee3eeedc361c0e7ac55e930bac/desktop_version/lang/ga/strings.xml#L631, https://github.com/TerryCavanagh/VVVVVV/blob/df559e64a91565ee3eeedc361c0e7ac55e930bac/desktop_version/lang/szl/strings.xml#L629, https://github.com/TerryCavanagh/VVVVVV/blob/df559e64a91565ee3eeedc361c0e7ac55e930bac/desktop_version/lang/cy/strings.xml#L629, https://github.com/TerryCavanagh/VVVVVV/blob/df559e64a91565ee3eeedc361c0e7ac55e930bac/desktop_version/lang/pl/strings.xml#L629, https://github.com/TerryCavanagh/VVVVVV/blob/df559e64a91565ee3eeedc361c0e7ac55e930bac/desktop_version/lang/tr/strings.xml#L629, https://github.com/TerryCavanagh/VVVVVV/blob/df559e64a91565ee3eeedc361c0e7ac55e930bac/desktop_version/lang/ko/strings.xml#L629, https://github.com/TerryCavanagh/VVVVVV/blob/df559e64a91565ee3eeedc361c0e7ac55e930bac/desktop_version/lang/zh/strings.xml#L639, https://github.com/TerryCavanagh/VVVVVV/blob/df559e64a91565ee3eeedc361c0e7ac55e930bac/desktop_version/lang/zh_TW/strings.xml#L639, https://github.com/TerryCavanagh/VVVVVV/blob/df559e64a91565ee3eeedc361c0e7ac55e930bac/desktop_version/lang/ar/strings.xml#L637, https://github.com/TerryCavanagh/VVVVVV/blob/df559e64a91565ee3eeedc361c0e7ac55e930bac/desktop_version/lang/ru/strings.xml#L654, https://github.com/TerryCavanagh/VVVVVV/blob/df559e64a91565ee3eeedc361c0e7ac55e930bac/desktop_version/lang/ja/strings.xml#L665, https://github.com/TerryCavanagh/VVVVVV/blob/df559e64a91565ee3eeedc361c0e7ac55e930bac/desktop_version/lang/uk/strings.xml#L629",.xml,,,
nagadomi/waifu2x,3add726,https://github.com/nagadomi/waifu2x/commit/3add726da3c30a7af4f1f8680c37f299eb58ca8e,3.83,iccheck -r ./repos/nagadomi/waifu2x --from 3add726^ --to 3add726,"1 chunks changed, 3 chunks missing change",https://github.com/nagadomi/waifu2x/blob/3add726da3c30a7af4f1f8680c37f299eb58ca8e/tools/benchmark.lua#L323,"https://github.com/nagadomi/waifu2x/blob/3add726da3c30a7af4f1f8680c37f299eb58ca8e/tools/benchmark.lua#L308, https://github.com/nagadomi/waifu2x/blob/3add726da3c30a7af4f1f8680c37f299eb58ca8e/tools/benchmark.lua#L203, https://github.com/nagadomi/waifu2x/blob/3add726da3c30a7af4f1f8680c37f299eb58ca8e/tools/benchmark.lua#L222",.lua,Lua,,
Gamua/Starling-Framework,87118db,https://github.com/Gamua/Starling-Framework/commit/87118dbf6d2cceee4054248f2a25ce1e0cf552d7,0.09,iccheck -r ./repos/Gamua/Starling-Framework --from 87118db^ --to 87118db,"1 chunks changed, 1 chunks missing change",https://github.com/Gamua/Starling-Framework/blob/87118dbf6d2cceee4054248f2a25ce1e0cf552d7/starling/src/starling/display/DisplayObject.as#L41,https://github.com/Gamua/Starling-Framework/blob/87118dbf6d2cceee4054248f2a25ce1e0cf552d7/starling/src/starling/rendering/Painter.as#L40,.as,ActionScript,,
ChrisTitusTech/winutil,8ae328c,https://github.com/ChrisTitusTech/winutil/commit/8ae328c4b59d0216d34060deb1af3f000227e8b2,1.6,iccheck -r ./repos/ChrisTitusTech/winutil --from 8ae328c^ --to 8ae328c,"1 chunks changed, 1 chunks missing change",https://github.com/ChrisTitusTech/winutil/blob/8ae328c4b59d0216d34060deb1af3f000227e8b2/winutil.ps1#L4306,https://github.com/ChrisTitusTech/winutil/blob/8ae328c4b59d0216d34060deb1af3f000227e8b2/functions/public/Invoke-WPFGetIso.ps1#L248,.ps1,PowerShell,,
AFNetworking/AFNetworking,1a5b481,https://github.com/AFNetworking/AFNetworking/commit/1a5b4814eac0febb8f72ee812b76fc6be43b5679,0.07,iccheck -r ./repos/AFNetworking/AFNetworking --from 1a5b481^ --to 1a5b481,"1 chunks changed, 1 chunks missing change",https://github.com/AFNetworking/AFNetworking/blob/1a5b4814eac0febb8f72ee812b76fc6be43b5679/UIKit+AFNetworking/UIImageView+AFNetworking.m#L79,https://github.com/AFNetworking/AFNetworking/blob/1a5b4814eac0febb8f72ee812b76fc6be43b5679/UIKit+AFNetworking/AFImageDownloader.m#L205,.m,Objective-C,,
FelisCatus/SwitchyOmega,c6ce0e0,https://github.com/FelisCatus/SwitchyOmega/commit/c6ce0e0be9048ce32fea55064158fcea3937f3d6,1.49,iccheck -r ./repos/FelisCatus/SwitchyOmega --from c6ce0e0^ --to c6ce0e0,"1 chunks changed, 1 chunks missing change",https://github.com/FelisCatus/SwitchyOmega/blob/c6ce0e0be9048ce32fea55064158fcea3937f3d6/omega-locales/uk/LC_MESSAGES/omega-web.po#L52,https://github.com/FelisCatus/SwitchyOmega/blob/c6ce0e0be9048ce32fea55064158fcea3937f3d6/omega-locales/ru/LC_MESSAGES/omega-web.po#L52,.po,,,
tauri-apps/tauri,7ba67b4,https://github.com/tauri-apps/tauri/commit/7ba67b4aca8d3f3b1aa5ad08819605029d36e6b4,1.2,iccheck -r ./repos/tauri-apps/tauri --from 7ba67b4^ --to 7ba67b4,"1 chunks changed, 1 chunks missing change",https://github.com/tauri-apps/tauri/blob/7ba67b4aca8d3f3b1aa5ad08819605029d36e6b4/examples/api/yarn.lock#L1254,https://github.com/tauri-apps/tauri/blob/7ba67b4aca8d3f3b1aa5ad08819605029d36e6b4/tooling/cli/node/yarn.lock#L1209,.lock,,,
Solido/awesome-flutter,2534de6,https://github.com/Solido/awesome-flutter/commit/2534de62352093f919a8ae83d025b9db1aa2cff7,0.19,iccheck -r ./repos/Solido/awesome-flutter --from 2534de6^ --to 2534de6,"1 chunks changed, 1 chunks missing change",https://github.com/Solido/awesome-flutter/blob/2534de62352093f919a8ae83d025b9db1aa2cff7/README.md#L88,https://github.com/Solido/awesome-flutter/blob/2534de62352093f919a8ae83d025b9db1aa2cff7/source.md#L88,.md,,,
dotnet/core,6c69803,https://github.com/dotnet/core/commit/6c698031b11833df6874d409f8875501b7e0ac30,0.47,iccheck -r ./repos/dotnet/core --from 6c69803^ --to 6c69803,"3 chunks changed, 5 chunks missing change","https://github.com/dotnet/core/blob/6c698031b11833df6874d409f8875501b7e0ac30/release-notes/6.0/6.0.31/6.0.31.md#L73-L77, https://github.com/dotnet/core/blob/6c698031b11833df6874d409f8875501b7e0ac30/release-notes/7.0/7.0.20/7.0.20.md#L46-L50, https://github.com/dotnet/core/blob/6c698031b11833df6874d409f8875501b7e0ac30/release-notes/8.0/8.0.6/8.0.6.md#L47-L51","https://github.com/dotnet/core/blob/6c698031b11833df6874d409f8875501b7e0ac30/release-notes/7.0/7.0.16/7.0.16.md#L46, https://github.com/dotnet/core/blob/6c698031b11833df6874d409f8875501b7e0ac30/release-notes/7.0/7.0.17/7.0.17.md#L46, https://github.com/dotnet/core/blob/6c698031b11833df6874d409f8875501b7e0ac30/release-notes/8.0/8.0.3/8.0.3.md#L46, https://github.com/dotnet/core/blob/6c698031b11833df6874d409f8875501b7e0ac30/release-notes/6.0/6.0.27/6.0.27.md#L73, https://github.com/dotnet/core/blob/6c698031b11833df6874d409f8875501b7e0ac30/release-notes/8.0/8.0.2/8.0.2.md#L46",.md,,,
neovim/neovim,bd6bef6,https://github.com/neovim/neovim/commit/bd6bef60ba722cf489aa6b2a4e3c901a899075ba,0.56,iccheck -r ./repos/neovim/neovim --from bd6bef6^ --to bd6bef6,"1 chunks changed, 1 chunks missing change",https://github.com/neovim/neovim/blob/bd6bef60ba722cf489aa6b2a4e3c901a899075ba/runtime/ftplugin/cuda.vim#L8,https://github.com/neovim/neovim/blob/bd6bef60ba722cf489aa6b2a4e3c901a899075ba/runtime/ftplugin/systemverilog.vim#L8,.vim,Vim script,,
TerryCavanagh/VVVVVV,9986696,https://github.com/TerryCavanagh/VVVVVV/commit/998669660457fe19143ea111625d868e1bba6d66,16.43,iccheck -r ./repos/TerryCavanagh/VVVVVV --from 9986696^ --to 9986696,"1 chunks changed, 17 chunks missing change",https://github.com/TerryCavanagh/VVVVVV/blob/998669660457fe19143ea111625d868e1bba6d66/desktop_version/lang/pt_BR/strings.xml#L167,"https://github.com/TerryCavanagh/VVVVVV/blob/998669660457fe19143ea111625d868e1bba6d66/desktop_version/lang/pt_PT/strings.xml#L167, https://github.com/TerryCavanagh/VVVVVV/blob/998669660457fe19143ea111625d868e1bba6d66/desktop_version/lang/en/strings.xml#L167, https://github.com/TerryCavanagh/VVVVVV/blob/998669660457fe19143ea111625d868e1bba6d66/desktop_version/lang/es/strings.xml#L167, https://github.com/TerryCavanagh/VVVVVV/blob/998669660457fe19143ea111625d868e1bba6d66/desktop_version/lang/es_AR/strings.xml#L167, https://github.com/TerryCavanagh/VVVVVV/blob/998669660457fe19143ea111625d868e1bba6d66/desktop_version/lang/es_419/strings.xml#L167, https://github.com/TerryCavanagh/VVVVVV/blob/998669660457fe19143ea111625d868e1bba6d66/desktop_version/lang/it/strings.xml#L167, https://github.com/TerryCavanagh/VVVVVV/blob/998669660457fe19143ea111625d868e1bba6d66/desktop_version/lang/ca/strings.xml#L167, https://github.com/TerryCavanagh/VVVVVV/blob/998669660457fe19143ea111625d868e1bba6d66/desktop_version/lang/fr/strings.xml#L167, https://github.com/TerryCavanagh/VVVVVV/blob/998669660457fe19143ea111625d868e1bba6d66/desktop_version/lang/eo/strings.xml#L167, https://github.com/TerryCavanagh/VVVVVV/blob/998669660457fe19143ea111625d868e1bba6d66/desktop_version/lang/de/strings.xml#L167, https://github.com/TerryCavanagh/VVVVVV/blob/998669660457fe19143ea111625d868e1bba6d66/desktop_version/lang/nl/strings.xml#L167, https://github.com/TerryCavanagh/VVVVVV/blob/998669660457fe19143ea111625d868e1bba6d66/desktop_version/lang/tr/strings.xml#L167, https://github.com/TerryCavanagh/VVVVVV/blob/998669660457fe19143ea111625d868e1bba6d66/desktop_version/lang/pl/strings.xml#L167, https://github.com/TerryCavanagh/VVVVVV/blob/998669660457fe19143ea111625d868e1bba6d66/desktop_version/lang/szl/strings.xml#L167, https://github.com/TerryCavanagh/VVVVVV/blob/998669660457fe19143ea111625d868e1bba6d66/desktop_version/lang/ga/strings.xml#L167, https://github.com/TerryCavanagh/VVVVVV/blob/998669660457fe19143ea111625d868e1bba6d66/desktop_version/lang/cy/strings.xml#L167, https://github.com/TerryCavanagh/VVVVVV/blob/998669660457fe19143ea111625d868e1bba6d66/desktop_version/lang/ar/strings.xml#L171",.xml,,,
